,customer_email,current_year,last_year
14306,aqbokkrytb@gmail.com,152.71,166.12
14307, ojvnhbkyak@gmail.com,240.36,34.4
14308,racsejqqzq@gmail.com,160.55,230.96
14309, qyarulcpwm@gmail.com,80.27,146.13
14310, mftxmsysql@gmail.com,33.38,54.05
14311,dioujgkxqh@gmail.com,188.61,111.74
14312,tdzffgjcss@gmail.com,140.17,193.37
14313,wcjoedmghv@gmail.com,33.71,123.75
14314, bnyzuzbjtr@gmail.com,112.6,39.99
14315, rgfjkbqbvm@gmail.com,113.0,204.86
14316,wuprkfkslu@gmail.com,67.48,181.1
14317,drwhexjxdx@gmail.com,42.58,163.72
14318,omfzaoymbh@gmail.com,23.39,94.43
14319,zqzyrinjbq@gmail.com,99.28,103.9
14320,ofogxcvkix@gmail.com,66.92,127.36
14321,opuarczrcj@gmail.com,57.77,174.2
14322,brnsazznra@gmail.com,128.9,113.16
14323, jbbpysjlgb@gmail.com,238.3,14.5
14324,ljyvvrrygx@gmail.com,178.73,204.35
14325,fahytfgcwm@gmail.com,172.84,171.43
14326, bwgktwxpxo@gmail.com,28.14,121.6
14327,wtjlwdzpfb@gmail.com,89.85,64.1
14328,vflwhatwxg@gmail.com,15.78,182.73
14329, jauixukpkj@gmail.com,242.66,138.76
14330, vswofwgxsh@gmail.com,212.17,121.74
14331, qkffxljzac@gmail.com,196.9,227.96
14332, kitajfxxmz@gmail.com,35.78,96.99
14333,aqmbpppluq@gmail.com,95.28,126.15
14334,kagmksxsqb@gmail.com,169.97,123.34
14335,hxvezgabgy@gmail.com,160.51,191.55
14336, msokyviffc@gmail.com,147.78,89.34
14337,tmusnovaou@gmail.com,244.43,223.12
14338, sjojtrzwby@gmail.com,220.2,6.2
14339,wjvcsybnyo@gmail.com,142.31,213.86
14340, zvdgdffvry@gmail.com,65.18,16.05
14341, dlbqspkzbs@gmail.com,1.11,95.98
14342, ahacqzotpu@gmail.com,76.37,104.73
14343, ugfdrkkjyw@gmail.com,15.16,154.83
14344, tpyivwalby@gmail.com,43.72,139.38
14345,ewvmmpkyyf@gmail.com,171.3,94.98
14346,btumhvhmez@gmail.com,70.67,225.75
14347, zcsfssfgbq@gmail.com,120.81,189.05
14348,rozlaecovg@gmail.com,225.44,128.0
14349, yanasnwsai@gmail.com,62.27,162.13
14350,xwynyjtmsa@gmail.com,168.57,18.29
14351,lrgionkkni@gmail.com,140.67,155.43
14352, hpunctzivm@gmail.com,223.17,216.06
14353,fywhlkyihk@gmail.com,219.77,238.04
14354, ljioheydud@gmail.com,18.36,20.12
14355,spmiuhxlrm@gmail.com,163.12,174.41
14356,udkpmhovrh@gmail.com,155.86,104.9
14357,jssshzwhhg@gmail.com,111.65,162.11
14358,ouqzcynvgu@gmail.com,114.37,101.55
14359,ovlzysefcn@gmail.com,141.81,127.49
14360,stkeltarlv@gmail.com,145.75,128.18
14361,xyqnksvfyl@gmail.com,212.62,84.14
14362,lhgmqzqkqm@gmail.com,228.23,129.05
14363,jiczzdlykr@gmail.com,176.47,159.17
14364,qlcggrghkb@gmail.com,178.15,154.82
14365,wgisjphhoz@gmail.com,79.55,201.48
14366,hvktfjuwtc@gmail.com,49.91,152.01
14367, bthrvdsdfq@gmail.com,171.76,134.86
14368,rqxopvdeau@gmail.com,4.03,166.95
14369,vhpuqsjrey@gmail.com,157.41,107.75
14370,vxnngbwqrh@gmail.com,39.64,43.99
14371, xfyekzhrov@gmail.com,212.4,107.91
14372,rxeakwdufp@gmail.com,79.35,11.47
14373, ndgtkzymxo@gmail.com,152.28,32.24
14374,ffjmwuhfnu@gmail.com,120.8,199.08
14375,pfnirmmcgq@gmail.com,56.59,216.93
14376, tyggawgocr@gmail.com,127.03,220.52
14377,btdpisdepd@gmail.com,203.65,48.35
14378,clkejawnph@gmail.com,68.27,179.18
14379, yhahwgfrza@gmail.com,243.7,130.41
14380, pefuqzejes@gmail.com,42.6,58.62
14381,zjkcfkgzrk@gmail.com,40.43,7.68
14382, gkgswlpfvq@gmail.com,18.36,239.25
14383,hhuozmirhq@gmail.com,2.26,40.86
14384, fzhmghhpkj@gmail.com,61.34,244.23
14385,fsdsimlxpz@gmail.com,7.43,127.96
14386,zhqnimpuep@gmail.com,204.54,75.22
14387, evhfwxbtex@gmail.com,21.73,185.7
14388,nphuaropqs@gmail.com,127.6,21.24
14389, qradqjrevd@gmail.com,45.44,83.56
14390,zbqdjnezjg@gmail.com,203.78,15.36
14391,sdilforqyv@gmail.com,47.45,248.39
14392, jjbhifhvsy@gmail.com,65.44,192.62
14393,eexcawpbyc@gmail.com,223.07,123.66
14394,fabzvabqoy@gmail.com,208.31,128.96
14395,cmdptaozik@gmail.com,222.77,108.54
14396,ivtwrrwlee@gmail.com,42.62,16.25
14397,cbqfshmumj@gmail.com,209.95,20.42
14398,flzcdvfeou@gmail.com,178.71,100.27
14399, euxpiwoenp@gmail.com,84.74,139.29
14400, vmndhvpggs@gmail.com,103.98,206.61
14401,ohvpswebms@gmail.com,60.4,76.1
14402,tnyoyakeot@gmail.com,136.3,109.98
14403,qiuxfgunyb@gmail.com,237.58,217.7
14404,rsaccijuav@gmail.com,217.52,55.41
14405,ooxltpemza@gmail.com,55.36,36.68
14406,klaarwofjc@gmail.com,45.11,51.09
14407,uqytrimond@gmail.com,28.92,71.2
14408,dhrinciguc@gmail.com,2.69,237.0
14409,hbydqqopzn@gmail.com,49.15,91.95
14410, ntnjpfkkma@gmail.com,36.93,32.18
14411,zeykwurxxc@gmail.com,100.3,247.91
14412, zhurtuudfc@gmail.com,71.58,235.62
14413,vrycewwtdo@gmail.com,212.24,189.42
14414,dkfitayali@gmail.com,72.88,108.36
14415,jpfqajxfqp@gmail.com,37.28,16.51
14416, fzqwzswjgf@gmail.com,18.3,166.31
14417,zpkrxtahct@gmail.com,213.83,50.32
14418, thimichpfb@gmail.com,164.95,143.49
14419,ajcmmebmmu@gmail.com,183.9,93.72
14420, cldsjnsplx@gmail.com,143.46,226.53
14421,mspmlfillr@gmail.com,232.5,156.39
14422,tncvpjzyrh@gmail.com,205.11,248.83
14423,okqccjsiqd@gmail.com,49.86,41.07
14424,xcczpbncjp@gmail.com,89.7,136.88
14425, mjrovhmwby@gmail.com,202.53,5.94
14426, gyjsujpulc@gmail.com,81.78,229.26
14427, svuswvukwr@gmail.com,155.84,227.32
14428,edegzcbjad@gmail.com,178.68,98.48
14429,jjttxjfddc@gmail.com,175.25,26.86
14430, mkrkcgaanb@gmail.com,164.41,4.31
14431,ugvdrvrgqp@gmail.com,187.84,106.89
14432,csdrgwksme@gmail.com,131.9,137.5
14433, jwbvtkewjb@gmail.com,65.21,116.69
14434,lnkfwjkyvt@gmail.com,123.08,128.7
14435,mlufsltnwz@gmail.com,216.01,167.95
14436,shvodxpbpg@gmail.com,59.12,233.8
14437, jvlkxbqopv@gmail.com,228.09,246.51
14438,frhapzdiqh@gmail.com,113.0,92.05
14439,fyvejblpcu@gmail.com,244.35,214.92
14440, nvtlowsypi@gmail.com,204.78,95.75
14441, xoqbocinrs@gmail.com,225.05,31.16
14442,osgtqsrmpz@gmail.com,76.9,221.42
14443, habioydzzz@gmail.com,174.57,142.72
14444,ydzdjdvebf@gmail.com,51.65,174.64
14445, gktyaftnef@gmail.com,212.05,208.87
14446,xpedynzvhf@gmail.com,161.31,235.38
14447, hpsybwuykt@gmail.com,167.63,194.92
14448,gykjvknzoy@gmail.com,81.66,193.52
14449,pighhavqyw@gmail.com,172.43,4.64
14450, eayhrxdsbe@gmail.com,132.27,70.82
14451,nubemregpd@gmail.com,216.57,12.16
14452, eixlrxqeqg@gmail.com,89.35,228.29
14453,urxrvvuldx@gmail.com,40.26,188.91
14454,bdghwmnysa@gmail.com,86.44,121.37
14455, ltrvsaepoc@gmail.com,98.54,82.52
14456, ysjkcwvahr@gmail.com,117.09,145.47
14457, rsgzqslnhf@gmail.com,18.95,224.45
14458, mbxjhfkfbc@gmail.com,31.82,226.55
14459,mmhqtzfbwm@gmail.com,76.34,62.61
14460, eowepjllim@gmail.com,183.65,57.05
14461,kwbbojiajo@gmail.com,67.49,227.29
14462,jtpafhscjc@gmail.com,210.62,81.19
14463,loliowbvsv@gmail.com,178.34,74.42
14464,rgsjlwujht@gmail.com,147.66,82.12
14465,unjsaiqyjb@gmail.com,204.38,98.48
14466, jvqnlbdedh@gmail.com,88.67,155.67
14467,vcbativrdv@gmail.com,126.12,80.24
14468,kanmjqbnjn@gmail.com,77.85,119.1
14469,lakhybhmcx@gmail.com,157.8,101.86
14470,qlpmxjzjfd@gmail.com,126.75,109.86
14471, zbiymzrqzd@gmail.com,212.16,46.19
14472,ljturpjbtm@gmail.com,136.08,181.22
14473,vmlngitmpu@gmail.com,136.3,43.79
14474, jktwhsfkhr@gmail.com,69.76,20.64
14475,alizzmvcox@gmail.com,135.92,155.89
14476, crnslorfvm@gmail.com,101.52,215.83
14477,aqozloqsqy@gmail.com,55.06,229.1
14478,cjxbnzmved@gmail.com,80.7,180.66
14479,vjozfkbfza@gmail.com,195.9,102.39
14480,chjayhehhf@gmail.com,116.45,81.71
14481,pozcpevrgt@gmail.com,5.33,240.2
14482,dmmbgyfuyx@gmail.com,111.69,231.56
14483,qedzykfjdp@gmail.com,71.66,24.47
14484,oxqvkkjqwu@gmail.com,125.62,247.34
14485,lrszkfhtjz@gmail.com,115.37,105.94
14486,dxmignhdjd@gmail.com,153.09,193.8
14487,fhzqjjlabi@gmail.com,173.79,114.14
14488,hjqmjdsrzm@gmail.com,58.5,52.35
14489, ldzznrdlfs@gmail.com,71.72,177.88
14490, ttmiwspkzx@gmail.com,16.73,84.82
14491,ollktbxumy@gmail.com,67.13,241.96
14492,tmgupusggp@gmail.com,214.56,174.13
14493, mmtlwxdgcm@gmail.com,69.26,164.31
14494,tzluhzsqgy@gmail.com,92.65,132.25
14495,whqhkhbkzf@gmail.com,211.72,21.87
14496,artwnlmvgp@gmail.com,131.9,84.06
14497,xwzuhudgbv@gmail.com,95.89,3.15
14498, rflqqjhztn@gmail.com,119.45,223.58
14499,ybajocqfgw@gmail.com,55.13,22.93
14500,zlawpmqjgp@gmail.com,225.56,229.2
14501, pekiuhhkmn@gmail.com,158.6,51.74
14502, iiykkkkwmt@gmail.com,113.2,232.7
14503, bxrqnzcrjg@gmail.com,171.31,195.82
14504,tzxjzoqxxy@gmail.com,93.57,97.22
14505,yafufdplny@gmail.com,162.18,218.97
14506,pgewchofjh@gmail.com,185.36,41.97
14507,bwrgjyakit@gmail.com,54.21,207.96
14508,qiehmgjsma@gmail.com,28.71,54.43
14509,hhatpwulyg@gmail.com,70.51,117.54
14510,czoxadqynj@gmail.com,231.97,68.27
14511,qjwwkyvhkn@gmail.com,108.0,145.69
14512,vnjddpttho@gmail.com,27.49,223.02
14513, wgjtozqeac@gmail.com,219.89,146.97
14514,jjhdquurze@gmail.com,16.18,26.57
14515,wnuwzicqcu@gmail.com,71.85,5.41
14516,dqzarjldai@gmail.com,29.35,220.99
14517, cicaryjwri@gmail.com,177.49,195.72
14518,nwtdtvkjkc@gmail.com,104.72,26.75
14519,jrzdxeyugi@gmail.com,110.25,65.97
14520,vpezkwrpvf@gmail.com,246.0,174.88
14521,hxaingavki@gmail.com,211.75,198.85
14522,cwugrtjlof@gmail.com,215.07,31.38
14523,adrzbpapyw@gmail.com,128.06,106.97
14524, uooopwpijl@gmail.com,8.43,226.97
14525,odqjlhjmju@gmail.com,10.59,171.08
14526,cepcmsvrjp@gmail.com,189.06,169.65
14527,jguzvpfwuw@gmail.com,121.98,206.75
14528,mrkbcijzyh@gmail.com,101.45,145.45
14529, mpxhkxfwgv@gmail.com,60.65,33.23
14530, goesbzsscn@gmail.com,173.86,107.38
14531,mawglldfoq@gmail.com,213.32,12.04
14532,axiwnbtwgx@gmail.com,87.14,73.72
14533, kkezdihabz@gmail.com,242.64,125.47
14534, anloycreqa@gmail.com,101.11,40.86
14535,ggkqieyeun@gmail.com,111.76,237.49
14536,zhscwxrqrz@gmail.com,190.89,222.07
14537,pvgqyipsra@gmail.com,14.27,96.56
14538,vluxqksglj@gmail.com,22.61,102.78
14539,qruiqqyoml@gmail.com,165.06,72.43
14540,uofcvvcqif@gmail.com,26.95,21.49
14541, qmwctiogkj@gmail.com,249.04,45.13
14542, pkxjtrncgo@gmail.com,241.05,169.46
14543,xogfruzemm@gmail.com,89.57,82.63
14544,kgmtdmmnqk@gmail.com,140.62,140.82
14545,xhisdodqnm@gmail.com,108.34,35.31
14546, sxeuyfjysn@gmail.com,173.19,247.69
14547,zdbobndlsr@gmail.com,181.25,36.82
14548,sgixrqpypn@gmail.com,59.85,247.76
14549,qxnbsmrdga@gmail.com,117.42,20.75
14550,pqquvkkach@gmail.com,159.44,114.17
14551,jxuxinybix@gmail.com,146.54,163.99
14552, zndmgqiwsg@gmail.com,43.94,18.88
14553, uibtofbfkh@gmail.com,40.65,59.69
14554,fgommpggqw@gmail.com,11.44,37.44
14555,czvgzjdumc@gmail.com,126.74,163.76
14556,cywiccbvif@gmail.com,52.51,217.66
14557, gtygwmqafu@gmail.com,98.77,61.4
14558,lntxdyetew@gmail.com,91.5,95.96
14559,vhavuznjaa@gmail.com,103.5,60.33
14560,dscykflhva@gmail.com,186.77,239.53
14561, yalrltunsy@gmail.com,229.97,15.27
14562,agobklslea@gmail.com,38.0,164.3
14563, zryalnsxzc@gmail.com,239.33,172.1
14564,evvnmppmik@gmail.com,131.67,51.54
14565, qiiddxritk@gmail.com,72.6,145.52
14566,joebycnxau@gmail.com,149.19,181.89
14567, ocdywegxhb@gmail.com,23.07,247.04
14568,qjhcibnnfq@gmail.com,201.23,177.73
14569,uqwbjxtpjy@gmail.com,65.45,180.81
14570,tymcdjaerc@gmail.com,207.02,48.56
14571, agbnbycgdy@gmail.com,119.97,189.66
14572, btpdyfcmrb@gmail.com,113.17,66.61
14573, nkmpuawfgn@gmail.com,93.09,101.13
14574,wpeloitmfq@gmail.com,244.27,7.38
14575,qatqhwycqt@gmail.com,235.23,211.44
14576,txmlggjdzi@gmail.com,242.63,216.03
14577,fthyfiyqkq@gmail.com,201.05,120.39
14578,bimhlxxrpk@gmail.com,54.4,27.71
14579,kjnaddzelu@gmail.com,96.03,194.41
14580, mhdbstypkj@gmail.com,237.09,140.91
14581, bbufjonjkv@gmail.com,153.73,25.4
14582, yutavdeuui@gmail.com,3.59,56.49
14583, kceseovfku@gmail.com,140.27,30.53
14584,oicytydsfr@gmail.com,84.95,29.64
14585,upgvhebdwq@gmail.com,141.24,133.23
14586, uosboekjof@gmail.com,63.67,35.57
14587,jrxcljmnht@gmail.com,223.84,240.26
14588, cbbqajklzo@gmail.com,120.71,68.41
14589,rkgjoqaspw@gmail.com,187.06,13.57
14590, lnaueoenfl@gmail.com,137.7,51.16
14591,funomnkkgw@gmail.com,229.45,14.8
14592,vsgjzqvlgo@gmail.com,3.12,84.58
14593,scwefgprgk@gmail.com,230.95,166.64
14594,yrwdgbevdn@gmail.com,165.36,31.42
14595, pjmtazwueo@gmail.com,203.57,212.23
14596,cxpjraepfi@gmail.com,211.03,159.21
14597, wbsufbpclj@gmail.com,6.2,218.28
14598, tpitfzhtxp@gmail.com,233.48,130.32
14599,cvotaqzgro@gmail.com,134.31,21.25
14600, mjdfajxhbw@gmail.com,18.8,94.67
14601, zndtfddzrk@gmail.com,10.22,73.74
14602,gmkdwxcylh@gmail.com,13.52,217.54
14603,tjkeaalviu@gmail.com,75.73,163.57
14604,oisvsnzisg@gmail.com,8.78,112.02
14605,awkbemfmmm@gmail.com,151.61,221.67
14606, pxyiivgiya@gmail.com,170.48,131.2
14607,nkoxitefrl@gmail.com,75.57,47.17
14608,dbifzgtslj@gmail.com,67.92,77.85
14609, qfovdtaaji@gmail.com,28.51,71.71
14610, sfcmkqflzl@gmail.com,38.46,34.92
14611,irdttrhnth@gmail.com,159.78,204.31
14612,dxlywtcojd@gmail.com,133.59,87.64
14613, aipwfqmzvi@gmail.com,111.79,6.07
14614,cnrghgxbcl@gmail.com,157.08,20.0
14615, wzyvdzkhtj@gmail.com,58.17,138.77
14616,lbcbjsvydh@gmail.com,104.32,229.9
14617, axnjfirlmr@gmail.com,25.58,83.78
14618, zvztvztotu@gmail.com,197.15,163.39
14619,hibckvhmbn@gmail.com,99.53,194.22
14620,aezgosdqhk@gmail.com,33.9,229.93
14621,qgqweezxdv@gmail.com,219.54,145.25
14622,nyhgzcoyfy@gmail.com,186.47,82.01
14623, htvziflllx@gmail.com,55.41,248.16
14624,miclmdzxxb@gmail.com,27.14,76.0
14625,bhrhwjqqbh@gmail.com,166.39,156.48
14626,xyzcfzoani@gmail.com,34.07,1.25
14627,ozbvmdwjwv@gmail.com,49.19,87.58
14628, tytgtvxujr@gmail.com,209.63,194.35
14629,qpgssoiqms@gmail.com,18.63,149.93
14630, hnlfcnxyof@gmail.com,190.28,166.25
14631,mlmzisicmp@gmail.com,123.69,69.84
14632,hnhinjjich@gmail.com,236.85,138.21
14633, udhrmpqljm@gmail.com,182.1,144.81
14634,ibpaheayup@gmail.com,52.35,223.57
14635,rrqlfkqglj@gmail.com,102.01,102.02
14636,svgjyloopc@gmail.com,204.44,115.56
14637,agttyjdhjg@gmail.com,62.45,110.35
14638,xecpmuuhgr@gmail.com,83.43,194.62
14639, gtxenvdlvz@gmail.com,207.25,169.86
14640,jjzwkotgbs@gmail.com,193.06,8.85
14641, tldklyjrjr@gmail.com,183.11,236.15
14642, cpdqyeorya@gmail.com,235.46,155.42
14643,mkgwcviwhd@gmail.com,105.05,232.94
14644, cnzzkamgjn@gmail.com,155.22,213.42
14645, rdcctejrjt@gmail.com,46.21,41.98
14646, bueazgihqp@gmail.com,79.24,51.53
14647,rvibbxflwo@gmail.com,94.6,48.97
14648,hwecdrjgka@gmail.com,122.72,204.6
14649,eilxjscdgc@gmail.com,81.13,236.93
14650,cbphbmfgjn@gmail.com,193.82,191.8
14651, vodrhgvaqs@gmail.com,203.4,72.03
14652, ojiqrldfhn@gmail.com,175.29,189.76
14653,phmjmzcdrj@gmail.com,204.41,222.0
14654, qsmbyqpzam@gmail.com,247.38,83.47
14655,ojnovedkab@gmail.com,246.89,10.12
14656,rqbxdltqxl@gmail.com,44.97,55.21
14657, ysnachwefa@gmail.com,17.86,197.22
14658,dwaeflycwd@gmail.com,14.43,156.27
14659, iayddskcsb@gmail.com,225.86,24.34
14660,omrpbexfjk@gmail.com,221.73,14.11
14661,cbzrjrbuxd@gmail.com,81.27,93.61
14662, lmpuybqcsv@gmail.com,22.5,18.97
14663, fqrpskybin@gmail.com,92.1,247.42
14664,lxxmpjnpfg@gmail.com,142.92,66.56
14665,nqjlqnrplr@gmail.com,206.15,15.39
14666,pgwkpbtmdl@gmail.com,217.24,16.18
14667,bsjcgzvimm@gmail.com,149.58,65.44
14668,dmxpocpoem@gmail.com,230.92,111.98
14669,fdgoblyoyj@gmail.com,24.7,12.57
14670, drkyutilza@gmail.com,200.32,172.36
14671, gicxapxrfg@gmail.com,31.13,56.36
14672, fizlpxgxdf@gmail.com,207.65,189.78
14673, dgpqztvfzk@gmail.com,193.69,66.02
14674,ahmitwskef@gmail.com,43.25,158.76
14675,nwggitcurz@gmail.com,32.71,226.33
14676, svtpuftwwo@gmail.com,118.52,11.56
14677,fuvkfpfngk@gmail.com,174.23,89.98
14678,uovtigxdlm@gmail.com,88.72,218.69
14679,phphjmgsjk@gmail.com,107.9,41.76
14680,sfzqznuhrw@gmail.com,190.11,60.32
14681,tgofamjpro@gmail.com,25.83,152.31
14682,ikodtisale@gmail.com,232.05,136.71
14683, lpibnugabt@gmail.com,137.41,137.16
14684,pxlzbdfegp@gmail.com,171.21,111.77
14685,iqjbellrew@gmail.com,239.93,122.67
14686,exxbjrdbao@gmail.com,98.24,133.51
14687,uqpujzldwh@gmail.com,166.64,189.65
14688,hdyaaguvtj@gmail.com,136.08,70.58
14689, bpnerwrhpv@gmail.com,126.67,83.13
14690, bezgvnyjva@gmail.com,171.07,100.67
14691,qpalpnlcwc@gmail.com,37.21,40.6
14692, zjomqyoiih@gmail.com,12.76,119.97
14693,oezzjvbdtq@gmail.com,12.13,7.62
14694, pchfvbmmds@gmail.com,177.56,129.06
14695,wilvnetwno@gmail.com,60.07,71.95
14696,cxedkftgva@gmail.com,190.13,23.16
14697,lnaaoackxl@gmail.com,109.08,190.23
14698, pmtohqltue@gmail.com,160.2,8.59
14699, qmorkpywcs@gmail.com,80.22,50.57
14700,rmkvynrsyd@gmail.com,154.13,240.96
14701,vpqicszmuv@gmail.com,97.46,96.05
14702,jnsgapjord@gmail.com,20.98,136.2
14703,kcvmeyukgw@gmail.com,119.21,7.16
14704,nddsodovxm@gmail.com,73.44,16.84
14705,bgqhpcjadv@gmail.com,248.18,131.37
14706, kybpbldyyw@gmail.com,109.25,20.99
14707,sqjgtqldec@gmail.com,24.41,181.72
14708, wbshihuhlk@gmail.com,244.49,145.9
14709,wfwopropuz@gmail.com,90.44,133.69
14710,lvwvycikea@gmail.com,77.35,227.21
14711,dxbzneypli@gmail.com,141.3,223.07
14712,akfzuoojwa@gmail.com,205.16,15.6
14713,phbqwzyzok@gmail.com,44.67,227.57
14714,dmjcgucqir@gmail.com,173.84,235.06
14715,wlkwhmnsox@gmail.com,168.12,5.24
14716, cmgrduujuo@gmail.com,231.11,239.41
14717, tvwqhrxoxv@gmail.com,197.63,93.7
14718, rnubsvvism@gmail.com,32.16,177.69
14719,clxytapxsd@gmail.com,69.6,70.01
14720, fxglyyssgv@gmail.com,150.73,182.98
14721,vclmilctjc@gmail.com,126.07,210.66
14722,mnhrftuzqs@gmail.com,187.39,239.98
14723, talikxtnuj@gmail.com,33.92,15.48
14724,ojcevdmvfa@gmail.com,220.86,109.23
14725, elvsrypvyb@gmail.com,26.79,128.98
14726,iebutnjwmg@gmail.com,31.66,89.73
14727,rzkbmbyvrz@gmail.com,78.67,208.12
14728, zzjgnktuec@gmail.com,201.15,60.99
14729,ubxpimvfyl@gmail.com,209.54,180.78
14730,jbpvbaaunn@gmail.com,167.83,200.97
14731,kyxmgrciuw@gmail.com,101.59,152.62
14732, foqvyggyrv@gmail.com,43.71,116.08
14733,kznztrediu@gmail.com,163.02,34.74
14734, xzhbxgyhxa@gmail.com,102.13,196.74
14735, gtfirsxolj@gmail.com,167.39,239.57
14736,brvmdwzhez@gmail.com,71.24,145.25
14737,lnrebfseks@gmail.com,102.3,147.23
14738,igxfpqoekn@gmail.com,14.22,71.17
14739,ojruxaguju@gmail.com,105.64,4.64
14740,cyzcyzegdc@gmail.com,27.95,246.06
14741,jnmuyfyszb@gmail.com,62.19,241.42
14742,gupjqwbfwf@gmail.com,185.22,243.56
14743, mivmdedvqq@gmail.com,162.33,44.52
14744, xwpvlmktaq@gmail.com,154.31,164.06
14745, gqwpqlrytg@gmail.com,13.16,127.16
14746,ckgdthdgfp@gmail.com,89.55,78.5
14747,dbxrpxtntg@gmail.com,122.61,189.19
14748,ktgyglcctu@gmail.com,134.03,180.63
14749,ppxioojmwv@gmail.com,2.97,178.64
14750, vudxbeftej@gmail.com,218.01,120.32
14751,tcxlfhqnnb@gmail.com,148.69,237.09
14752, pjbicemela@gmail.com,247.66,133.93
14753,jodrpfzimd@gmail.com,188.93,6.53
14754,zjyslsvsok@gmail.com,14.82,217.21
14755, slwrsoijyo@gmail.com,92.16,242.43
14756,fqfcscbwrj@gmail.com,69.75,162.99
14757,cqwqxfwmdk@gmail.com,229.94,10.65
14758,dcrkefdxhc@gmail.com,125.22,41.81
14759,udcjfqlpvh@gmail.com,217.32,137.01
14760,nfqkgqzoep@gmail.com,228.11,243.83
14761,flsmxnxomg@gmail.com,176.36,40.02
14762, treejbekhg@gmail.com,231.93,177.89
14763,gdqjamtjrh@gmail.com,125.12,140.87
14764, zviywgbitd@gmail.com,173.15,124.95
14765, xgkzdugcdb@gmail.com,77.53,153.08
14766,ephgasyopv@gmail.com,173.95,132.6
14767, dgovviwohb@gmail.com,174.37,20.34
14768,otuddsskwf@gmail.com,133.71,101.18
14769,savjstmqxp@gmail.com,62.04,227.01
14770, indkindeaa@gmail.com,65.94,198.59
14771, ubomzyxrca@gmail.com,216.73,107.59
14772,njqwezdgvo@gmail.com,51.99,148.29
14773,mbgfjwagii@gmail.com,239.34,93.26
14774,jjcfesahdh@gmail.com,142.07,171.59
14775,frwsrdpcvq@gmail.com,68.19,10.24
14776,sjjnduwdyy@gmail.com,88.51,148.62
14777, pazaarufaw@gmail.com,105.73,26.93
14778,ozcxhqmssa@gmail.com,202.15,86.13
14779, ibwlgwsfps@gmail.com,118.54,129.29
14780, szyqihcghb@gmail.com,4.09,61.42
14781,iqxiujghxn@gmail.com,86.02,101.21
14782, gcjzpzxfix@gmail.com,46.5,25.14
14783,pxrywndxdw@gmail.com,167.54,123.81
14784, gpseqhkhnp@gmail.com,167.55,220.1
14785,vofvjtzdaq@gmail.com,17.7,189.07
14786, oaytwmwujt@gmail.com,106.95,86.63
14787, atdnrynqnd@gmail.com,53.9,191.49
14788, vulsakohua@gmail.com,136.4,131.46
14789,dfbgdlrygc@gmail.com,102.07,74.16
14790,qmntmgfplx@gmail.com,248.35,181.98
14791,gzwqapafmv@gmail.com,1.31,78.85
14792, ohuyfalkvg@gmail.com,170.83,98.71
14793,mkqjomweyq@gmail.com,32.17,183.47
14794, qudkdakpin@gmail.com,36.5,193.13
14795,rkxwyyoqnc@gmail.com,221.6,174.82
14796,pbhtuohncc@gmail.com,228.97,35.63
14797,fhialyyttv@gmail.com,245.59,39.49
14798,voukirxjkh@gmail.com,127.11,179.07
14799,lqtjhpqdvj@gmail.com,141.38,115.74
14800, jnthqjcfsl@gmail.com,115.16,199.1
14801, sbkucnjksq@gmail.com,216.03,242.67
14802,oezsqzqpxo@gmail.com,146.28,90.74
14803, mdklzwevua@gmail.com,163.86,214.63
14804,ndofuawuom@gmail.com,41.91,89.32
14805, uezgzjajjy@gmail.com,149.5,225.97
14806, atvmaqsywy@gmail.com,122.51,51.53
14807, pppsosvtwf@gmail.com,22.9,168.48
14808, bzfasgdgqu@gmail.com,200.5,42.32
14809,vvrldybzkc@gmail.com,118.02,14.49
14810, ohegtubsvp@gmail.com,10.73,41.53
14811,xujxeedujf@gmail.com,189.27,212.94
14812, enlhzibrtg@gmail.com,26.19,211.92
14813,djvkqyvpks@gmail.com,36.56,76.08
14814,adyzvtoqlc@gmail.com,246.94,108.72
14815, zzvzkeoyhf@gmail.com,4.67,151.88
14816,kmgdmebrlc@gmail.com,137.84,157.3
14817,ytmcpkpoco@gmail.com,11.92,119.98
14818, wrcxrvarsr@gmail.com,100.18,174.94
14819, ltfkvshwem@gmail.com,57.37,181.29
14820, btgpncbceh@gmail.com,55.34,59.21
14821,ggzaxlpawg@gmail.com,56.53,125.48
14822,qgblkxqdqr@gmail.com,42.81,235.6
14823, rovpfiuuvq@gmail.com,108.0,167.73
14824,mifemdffon@gmail.com,79.92,128.23
14825, eyagjbvbzm@gmail.com,241.97,90.99
14826, icufiqqbuj@gmail.com,175.9,164.42
14827,hifwqpfihp@gmail.com,191.66,74.21
14828, kmazuhflhl@gmail.com,211.83,163.72
14829, vgfdjxiegq@gmail.com,139.27,174.24
14830, rmkoukzdpb@gmail.com,106.62,31.41
14831,uacmdgnlcn@gmail.com,135.47,48.85
14832,drkqvcgtro@gmail.com,21.5,124.03
14833,qspiechxzv@gmail.com,45.92,90.63
14834,tclkzvezwk@gmail.com,34.18,240.07
14835,rdwwaekhcj@gmail.com,183.27,147.32
14836,grrqymustx@gmail.com,203.85,7.23
14837, udjyoaosyh@gmail.com,17.47,176.02
14838,jwbborvteb@gmail.com,31.38,144.41
14839,urejwfavyi@gmail.com,21.22,56.6
14840, wmokbsqlzo@gmail.com,211.02,12.93
