,customer_email,current_year,last_year
2854,wcjuamizto@gmail.com,226.61,163.65
2855,xadviueqfe@gmail.com,70.7,101.5
2856,vzqrwmnsan@gmail.com,6.5,248.17
2857,himycixdjk@gmail.com,217.9,247.74
2858,aumlnlqksm@gmail.com,226.97,39.59
2859,urwuavvrom@gmail.com,212.41,145.89
2860,ualqdimzsl@gmail.com,149.73,135.72
2861,rfjljxqlrm@gmail.com,1.26,25.57
2862,ymnapwrule@gmail.com,95.05,135.33
2863,zxxeudttlz@gmail.com,194.6,165.6
2864,rdziyhzzrg@gmail.com,59.59,146.49
2865,hpoxcamamj@gmail.com,11.61,38.95
2866,lzfewzyjkm@gmail.com,229.51,75.9
2867,tmavesajcn@gmail.com,127.15,82.21
2868,actatysdmg@gmail.com,65.45,60.31
2869,letwduapcu@gmail.com,41.45,16.64
2870,ywlovbybll@gmail.com,154.46,32.49
2871,qtgcdglmhw@gmail.com,3.95,225.46
2872,kkqlqiplsq@gmail.com,207.47,133.64
2873,jdzkbnyidv@gmail.com,75.31,66.53
2874,qgavxliobn@gmail.com,183.15,67.47
2875,hvkacxitzz@gmail.com,119.45,244.94
2876,sfcrqrywbt@gmail.com,159.78,63.34
2877,znurqqawyf@gmail.com,75.27,109.02
2878,rycqpjnrvb@gmail.com,166.16,34.96
2879,btbvzzdpju@gmail.com,55.02,168.25
2880,cdvdevlria@gmail.com,167.59,142.59
2881,mrdvueqvon@gmail.com,29.38,43.2
2882,uhaakwktyn@gmail.com,106.16,171.51
2883,rvqmoijxrm@gmail.com,197.02,203.02
2884,glnrkqwaiw@gmail.com,196.09,11.01
2885,omgcyyijiu@gmail.com,244.17,55.49
2886,zbypbersgd@gmail.com,55.55,18.34
2887,fbnipmciog@gmail.com,77.6,7.81
2888,qiflarcuvf@gmail.com,58.04,126.36
2889,fmiiwgysxe@gmail.com,145.47,245.05
2890,nzgloydqzt@gmail.com,160.61,80.24
2891,udkvlpkxew@gmail.com,87.75,248.09
2892,yycrrrqzsq@gmail.com,14.4,25.94
2893,ziceivpnhb@gmail.com,225.03,186.44
2894,liwhiuzzhx@gmail.com,89.79,197.79
2895,xpuqifwvnz@gmail.com,170.28,182.97
2896,bdjwuzmbvd@gmail.com,179.12,129.82
2897,qgjuqrcqef@gmail.com,81.17,135.29
2898,izuobmqseq@gmail.com,11.22,57.75
2899,uokclnprtm@gmail.com,125.7,139.54
2900,jaqdqestyj@gmail.com,239.66,100.77
2901,gbaiuesojj@gmail.com,109.12,35.43
2902,ojhfwivvsl@gmail.com,10.06,110.58
2903,fxqpxcqwac@gmail.com,77.17,154.54
2904,fpgrpfsfzv@gmail.com,97.54,187.63
2905,bsdnrnewxc@gmail.com,47.64,205.29
2906,lvxeenuoro@gmail.com,104.57,209.85
2907,bbsazyxmic@gmail.com,171.77,129.31
2908,bqbdbjolhn@gmail.com,74.16,121.79
2909,qjeuplwpwc@gmail.com,99.74,130.94
2910,cpwawlxwqg@gmail.com,12.53,222.91
2911,omcvmucsvk@gmail.com,114.08,104.8
2912,xrgwmjbhez@gmail.com,4.26,171.17
2913,ghndxhylwx@gmail.com,75.76,128.45
2914,jpqipbxuff@gmail.com,43.1,167.63
2915,kovbekiank@gmail.com,244.57,87.52
2916,wicrdhhkzb@gmail.com,26.89,25.76
2917,nytqzpiybi@gmail.com,94.75,80.14
2918,bdsfdpzxeh@gmail.com,177.87,206.27
2919,wbkbayevui@gmail.com,74.58,220.98
2920,qxvbprvbwx@gmail.com,154.89,227.8
2921,zwxvfwdizi@gmail.com,88.96,114.67
2922,sqfdwfkzqk@gmail.com,34.04,244.19
2923,ecvkglrkix@gmail.com,177.91,95.65
2924,ihdwpfvwnd@gmail.com,189.15,110.64
2925,bpxavimrjh@gmail.com,46.59,110.13
2926,ogqdkhytqf@gmail.com,247.26,95.68
2927,ucktfdpmkc@gmail.com,191.06,138.73
2928,xjdpbaptuc@gmail.com,177.7,181.31
2929,mdslukvdnc@gmail.com,177.32,22.46
2930,trtxborrii@gmail.com,163.7,224.55
2931,xwojmucgha@gmail.com,70.79,35.8
2932,wukwqbjfar@gmail.com,143.63,215.33
2933,xueycmphmy@gmail.com,98.26,87.76
2934,sulbiimjfj@gmail.com,163.08,190.78
2935,jbobmzelbe@gmail.com,138.96,72.9
2936,gtwwtxizwp@gmail.com,188.28,46.19
2937,dtrjceiaju@gmail.com,91.47,71.29
2938,tuacmeuame@gmail.com,24.77,156.84
2939,gnbdmlvxwc@gmail.com,1.8,88.35
2940,pfakuawekh@gmail.com,225.0,241.61
2941,eiuuislwvm@gmail.com,229.07,61.82
2942,slnxfuzjzo@gmail.com,210.36,41.38
2943,nwxanjzsdq@gmail.com,109.9,226.91
2944,zxqsoutgpq@gmail.com,133.54,48.82
2945,ylasjgpcfb@gmail.com,125.57,42.76
2946,mmzytpldcw@gmail.com,223.67,73.13
2947,oslwlrsxzo@gmail.com,93.99,189.03
2948,xtdbyjntqv@gmail.com,42.73,211.15
2949,sbmnmjpyor@gmail.com,211.77,115.44
2950,uyzdxohckq@gmail.com,114.28,193.25
2951,yvumlllsjx@gmail.com,177.73,149.46
2952,ngmtzdqroe@gmail.com,242.64,141.88
2953,fpggocnzfa@gmail.com,204.38,70.06
2954,uhibwmzsal@gmail.com,166.98,70.91
2955,aeisjhgvbj@gmail.com,91.5,143.51
2956,drgxdvekyz@gmail.com,216.01,200.43
2957,ltwspkjsqc@gmail.com,10.09,25.33
2958,vppnlfuavx@gmail.com,81.82,88.91
2959,usquytrdgc@gmail.com,112.2,29.85
2960,jegkeqdrog@gmail.com,156.44,155.42
2961,vvfnlqotus@gmail.com,39.49,150.05
2962,nlccxhwfoa@gmail.com,229.0,160.85
2963,gbjgozgswx@gmail.com,9.72,1.31
2964,cugixtypoa@gmail.com,139.63,88.25
2965,ilfrgmgnum@gmail.com,63.45,179.08
2966,agazmscggv@gmail.com,7.38,206.7
2967,rufppianao@gmail.com,131.27,217.45
2968,myvnbjrvbd@gmail.com,127.98,11.58
2969,rtiwlprytj@gmail.com,40.85,225.99
2970,ehfkgojclf@gmail.com,27.78,67.17
2971,upruqopqyo@gmail.com,73.1,143.03
2972,qnxkkljiip@gmail.com,96.36,132.24
2973,tgimnatlrp@gmail.com,137.87,36.6
2974,yxvcfkljma@gmail.com,68.2,240.4
2975,bplmibesie@gmail.com,37.42,233.85
2976,ebgooiqxqt@gmail.com,93.39,40.09
2977,dqikriikno@gmail.com,11.67,247.96
2978,qbykpeqkae@gmail.com,214.35,103.88
2979,ubahgjwmeu@gmail.com,240.47,110.87
2980,ommodyyfat@gmail.com,142.06,243.23
2981,vkextvbvzt@gmail.com,189.16,246.6
2982,beszmpsrxk@gmail.com,160.38,20.69
2983,xrbmnvigju@gmail.com,216.58,39.79
2984,ibytqtpclu@gmail.com,45.69,83.56
2985,wmcwfmapcm@gmail.com,30.16,233.62
2986,lkvhzbipyw@gmail.com,135.15,190.6
2987,bljfqlavts@gmail.com,151.77,211.09
2988,mrdmwmzwcv@gmail.com,213.37,21.05
2989,ijdguspzdk@gmail.com,62.73,96.3
2990,ihojqrtjmj@gmail.com,17.09,164.54
2991,zhzgkuocmo@gmail.com,21.26,19.31
2992,tdytmverta@gmail.com,9.56,15.5
2993,tumxokcdul@gmail.com,176.31,70.32
2994,buluyzerxf@gmail.com,241.52,224.81
2995,rsbthbksao@gmail.com,145.49,26.21
2996,zyzzxxmmmc@gmail.com,92.04,95.28
2997,zoujztzfwk@gmail.com,19.71,13.6
2998,xriyesvwwx@gmail.com,197.21,108.0
2999,aowwwzknze@gmail.com,174.35,15.27
3000,xbwuuuqssp@gmail.com,242.96,235.19
3001,xcjulhjcck@gmail.com,116.47,81.33
3002,zqridcczlz@gmail.com,47.57,74.64
3003,quikkicbue@gmail.com,47.45,221.32
3004,xkbuaexssr@gmail.com,230.69,183.05
3005,ydiydoruhz@gmail.com,235.47,185.82
3006,yloecvhfen@gmail.com,153.33,78.29
3007,weozznwxfa@gmail.com,137.4,238.29
3008,uoybdfndis@gmail.com,100.34,55.94
3009,czqcjjvfnb@gmail.com,135.03,211.71
3010,thlhdozsic@gmail.com,142.64,176.18
3011,xqizgdober@gmail.com,20.97,64.9
3012,rmejtirolk@gmail.com,10.97,44.84
3013,iunvyxyroz@gmail.com,31.95,184.21
3014,cuzvbxcpqh@gmail.com,222.62,237.16
3015,heujfpryxq@gmail.com,115.77,40.95
3016,rbuoojphdq@gmail.com,234.53,171.49
3017,wmsdwrivbl@gmail.com,78.41,57.07
3018,tnkcayjcjq@gmail.com,82.94,151.9
3019,ehffeudwmt@gmail.com,27.55,233.85
3020,wmcacdajvs@gmail.com,92.22,193.1
3021,gwyglbfuvd@gmail.com,135.34,157.68
3022,jwpysvdyln@gmail.com,106.98,94.12
3023,klutabwhaj@gmail.com,164.9,62.97
3024,puambjmspj@gmail.com,46.36,5.8
3025,ekexhvyhsi@gmail.com,43.71,138.79
3026,elqbjtezsd@gmail.com,46.94,22.32
3027,pykimqykrk@gmail.com,9.08,219.96
3028,xmqvlscskw@gmail.com,244.66,92.31
3029,ukwzhjfgnd@gmail.com,4.91,20.47
3030,bndfbufcql@gmail.com,147.21,28.71
3031,ptpbdetkds@gmail.com,124.8,179.06
3032,oetkpmszbq@gmail.com,160.72,115.17
3033,bqmzbawgfb@gmail.com,174.98,227.09
3034,odvqpzvwuw@gmail.com,51.76,120.19
3035,idhtrhtbek@gmail.com,188.26,130.57
3036,gylemmtdat@gmail.com,161.89,97.21
3037,soxemdwkhj@gmail.com,173.64,26.45
3038,fedotgjwlj@gmail.com,6.51,82.13
3039,xxibzrhlst@gmail.com,19.42,203.93
3040,wrrxwfajkv@gmail.com,190.76,246.98
3041,fdtkynxoxk@gmail.com,130.7,45.24
3042,vgqfbtowex@gmail.com,30.08,184.96
3043,fdjhxoicms@gmail.com,133.99,191.59
3044,qeiqhucwci@gmail.com,186.98,171.02
3045,uwvcrmkfgl@gmail.com,64.78,207.38
3046,kerzeeyaag@gmail.com,18.59,136.9
3047,tffzdvyzbj@gmail.com,154.25,162.96
3048,ydyitqofgw@gmail.com,146.09,92.71
3049,ujlpuzhsea@gmail.com,188.42,217.61
3050,mjtpnnxbwv@gmail.com,133.33,244.15
3051,rfxczaxyix@gmail.com,68.64,212.71
3052,gpmtdjgkbh@gmail.com,126.71,63.84
3053,qgackeqooe@gmail.com,113.41,113.37
3054,tdhrzevmbf@gmail.com,103.91,181.98
3055,iuawyafcym@gmail.com,233.42,137.62
3056,ptdpaurqoi@gmail.com,147.47,91.6
3057,fiyszcxaot@gmail.com,72.52,51.12
3058,lrrcpzovie@gmail.com,214.74,155.4
3059,jpllnwneuk@gmail.com,159.82,220.03
3060,yvgluspatk@gmail.com,152.24,230.47
3061,sqjmdxqutj@gmail.com,95.38,201.93
3062,uhqhdzokse@gmail.com,21.05,2.46
3063,bznguxhydi@gmail.com,43.14,203.68
3064,fobboabgqk@gmail.com,245.46,192.28
3065,bvfncgbmwu@gmail.com,115.69,244.92
3066,llqrlxffdt@gmail.com,233.22,26.87
3067,vxylljeejq@gmail.com,71.57,146.16
3068,xwftnedjsw@gmail.com,97.5,134.38
3069,xtofwpoyom@gmail.com,170.22,178.47
3070,snchxvtjal@gmail.com,157.2,125.78
3071,skzjifdkjj@gmail.com,52.27,168.32
3072,jbwdgnvflj@gmail.com,52.86,85.4
3073,zwfsxwlyus@gmail.com,118.88,223.8
3074,mzqqatgcip@gmail.com,147.14,63.79
3075,fscrwuegvq@gmail.com,208.23,36.44
3076,brhmceyvts@gmail.com,121.8,157.07
3077,ckhdjblrvx@gmail.com,212.28,192.89
3078,zotpfajtir@gmail.com,207.08,172.12
3079,ztilzgvfoh@gmail.com,135.14,14.11
3080,oxugrqjmae@gmail.com,194.65,124.14
3081,cjvwmvxdjq@gmail.com,154.05,13.57
3082,zvojsdophu@gmail.com,108.79,161.95
3083,tgpvfidvca@gmail.com,30.01,135.52
3084,xcvjxiwpne@gmail.com,26.79,44.33
3085,qwuplculgt@gmail.com,159.07,94.44
3086,jeqjpzlloy@gmail.com,92.86,7.84
3087,mchgdrqsbm@gmail.com,153.27,177.78
3088,fdzhdoghwf@gmail.com,185.34,65.07
3089,nosfhsjtwp@gmail.com,224.0,163.75
3090,qscomwovrk@gmail.com,133.51,114.62
3091,vmzojqgocw@gmail.com,154.49,235.44
3092,gnkecaruqa@gmail.com,52.45,191.25
3093,yjvpuhmlza@gmail.com,40.67,32.91
3094,mbdzcetxbx@gmail.com,121.95,31.9
3095,utxuolfxqv@gmail.com,236.66,241.87
3096,jnsekjzadd@gmail.com,57.4,245.72
3097,dvepttgcgy@gmail.com,163.51,127.1
3098,dgxbgcuzit@gmail.com,106.64,136.94
3099,pxpybfadhh@gmail.com,14.1,118.95
3100,oqteqbubzw@gmail.com,84.76,186.19
3101,jdcrfyhozn@gmail.com,158.21,28.65
3102,qsgvojzsaf@gmail.com,97.65,186.21
3103,kqpwetlwnl@gmail.com,128.79,248.27
3104,czgunohnnk@gmail.com,179.54,196.66
3105,lryzmkydgv@gmail.com,49.1,71.24
3106,luxllgmueh@gmail.com,91.05,51.77
3107,jxtksqvxmg@gmail.com,46.86,90.96
3108,qfgqbyante@gmail.com,56.36,18.85
3109,vpesynbgfv@gmail.com,56.27,29.98
3110,zozaxdxmui@gmail.com,50.81,57.12
3111,azeppoguon@gmail.com,91.14,146.62
3112,exjxsykgyu@gmail.com,185.65,9.59
3113,ghaygcwmic@gmail.com,155.95,28.49
3114,dqjxgkyvdn@gmail.com,153.5,119.94
3115,ukdwgnvugl@gmail.com,166.02,223.56
3116,rqywnleema@gmail.com,164.96,223.75
3117,ylvbtecoft@gmail.com,136.31,56.7
3118,jahescmsoe@gmail.com,9.04,194.09
3119,oioesiwzbs@gmail.com,37.0,150.22
3120,efcgeueqzv@gmail.com,21.15,205.97
3121,alylctjyjl@gmail.com,32.15,3.39
3122,bgpctajczp@gmail.com,69.83,113.76
3123,lirdaidoof@gmail.com,110.63,67.88
3124,khgfgzkcvb@gmail.com,94.71,147.33
3125,mhojcvolyf@gmail.com,54.04,139.12
3126,fttrkqdsly@gmail.com,39.48,72.26
3127,qkdcgxwnux@gmail.com,160.14,157.14
3128,srlyaogkxd@gmail.com,150.95,234.45
3129,sxngqrbtne@gmail.com,55.27,32.05
3130,ibsviszaan@gmail.com,216.8,15.07
3131,qeqpsycsrv@gmail.com,131.61,135.51
3132,kfpplsgigq@gmail.com,231.6,22.69
3133,zzhqmudand@gmail.com,115.36,221.25
3134,mptrhsures@gmail.com,244.03,115.41
3135,ptwdeopluy@gmail.com,16.71,236.78
3136,etxieterik@gmail.com,195.78,23.5
3137,gjglqxagnb@gmail.com,96.99,180.23
3138,fzpzvmopba@gmail.com,53.39,204.79
3139,nszwngyfdi@gmail.com,2.79,64.5
3140,qbsvkjemus@gmail.com,64.81,103.39
3141,ptzaznjuwx@gmail.com,45.38,75.78
3142,nfaynrjfbd@gmail.com,100.87,175.78
3143,gfggkuirqc@gmail.com,7.63,166.17
3144,alvpdfaqvq@gmail.com,208.52,27.4
3145,keqeashokk@gmail.com,173.0,87.57
3146,ojbabuevnw@gmail.com,54.92,21.65
3147,arhlwicsvj@gmail.com,184.55,123.24
3148,stvmvdsupx@gmail.com,171.64,2.45
3149,npuynfimfz@gmail.com,162.95,116.21
3150,eeeyxuveyz@gmail.com,75.72,218.81
3151,berbnkqzuh@gmail.com,171.44,49.43
3152,msvkwknxib@gmail.com,105.46,220.95
3153,gvpnvcdshy@gmail.com,229.13,164.93
3154,aouwldsifd@gmail.com,222.71,53.05
3155,hwmaekogtz@gmail.com,60.65,176.5
3156,lnbpyhhgtl@gmail.com,246.78,178.59
3157,yaqflpddrg@gmail.com,95.76,28.84
3158,ldkgibpgdy@gmail.com,56.9,234.78
3159,nwqephvkta@gmail.com,95.57,102.53
3160,azcxzrbzeu@gmail.com,54.49,178.15
3161,dlxedqdcop@gmail.com,55.46,54.44
3162,zfhwphqiwf@gmail.com,177.13,90.77
3163,xynahdafun@gmail.com,161.83,183.53
3164,aecdxtnuxd@gmail.com,30.91,217.81
3165,fkoaazecbe@gmail.com,68.49,87.9
3166,waemdazxup@gmail.com,199.62,10.77
3167,xthzkalzuo@gmail.com,124.0,13.92
3168,ynmxqrosii@gmail.com,206.72,16.46
3169,chmivbzmxz@gmail.com,218.16,163.26
3170,etiuixilrw@gmail.com,103.66,72.58
3171,xwjawffoul@gmail.com,152.56,185.47
3172,wixdupggax@gmail.com,26.78,55.53
3173,mbcsdigene@gmail.com,150.61,232.64
3174,sbdemagyja@gmail.com,247.64,153.36
3175,fnsziholwb@gmail.com,155.51,127.04
3176,rvbitukbjr@gmail.com,116.94,127.13
3177,fojclgicdb@gmail.com,145.7,42.33
3178,kuwalpyhxg@gmail.com,216.47,84.24
3179,jtpcfdjaus@gmail.com,176.76,5.92
3180,upwalldxim@gmail.com,176.72,234.0
3181,kcaxeilngp@gmail.com,183.67,146.85
3182,wdikuqyvtc@gmail.com,227.68,119.55
3183,fwtkntbroh@gmail.com,26.36,129.28
3184,uxcoxxadhd@gmail.com,36.15,156.75
3185,lnxagsbnma@gmail.com,106.14,216.52
3186,pxrucbsdpk@gmail.com,10.73,141.45
3187,snhdvnqpki@gmail.com,72.45,68.43
3188,rvzgyrnino@gmail.com,196.64,115.51
3189,sbezmfkbmb@gmail.com,96.43,151.22
3190,wcdzwvfqyp@gmail.com,78.23,150.68
3191,ypioqjgcgb@gmail.com,176.4,142.69
3192,vhztymqjrd@gmail.com,132.81,85.93
3193,jqaowqxrfo@gmail.com,243.54,176.44
3194,xlvpdkgldb@gmail.com,6.64,174.23
3195,yymwdyezbh@gmail.com,56.48,181.67
3196,gdcsenftti@gmail.com,217.26,134.97
3197,bedfwdymfc@gmail.com,247.25,204.0
3198,dcyfkjpwio@gmail.com,134.22,78.82
3199,oqhwcqzjpy@gmail.com,154.67,59.54
3200,tvxwxwqdds@gmail.com,241.01,31.81
3201,ohgthnrgpv@gmail.com,82.49,130.38
3202,gbzfgzssfd@gmail.com,118.13,221.58
3203,phlbtztfaw@gmail.com,65.49,1.67
3204,eaqedoqfmt@gmail.com,142.0,22.94
3205,rkrphyfhpf@gmail.com,214.15,161.26
3206,hqdulqqkdw@gmail.com,162.76,134.36
3207,fzmxooemps@gmail.com,172.46,83.61
3208,mxnaldpkeu@gmail.com,228.38,55.95
3209,ykjvbetxie@gmail.com,191.71,161.4
3210,wjkderkmiy@gmail.com,26.89,93.8
3211,vtbuczwiva@gmail.com,170.59,90.69
3212,bhgmluqlja@gmail.com,217.51,57.19
3213,swpwmosnqe@gmail.com,235.06,193.46
3214,cnmrgqdxdj@gmail.com,113.48,228.68
3215,qjzmogrnqg@gmail.com,95.7,24.07
3216,fffyaxuzrt@gmail.com,56.91,194.85
3217,leedblfxlh@gmail.com,243.98,222.75
3218,spbbnbuzet@gmail.com,104.39,240.46
3219,zhevtysuzq@gmail.com,245.55,191.7
3220,sizufnsobq@gmail.com,128.83,164.7
3221,lnutzmvfhe@gmail.com,223.6,57.68
3222,gyzlpllttp@gmail.com,70.37,33.67
3223,gihkqwhnjm@gmail.com,217.57,176.33
3224,maldjweooq@gmail.com,242.76,127.48
3225,uqiphdwvqo@gmail.com,107.17,63.75
3226,ugcvstapbh@gmail.com,53.2,72.09
3227,sgmsxjhxca@gmail.com,205.51,236.26
3228,onlufqstdb@gmail.com,73.35,63.93
3229,ygwhowmctq@gmail.com,92.59,100.38
3230,grqcuufrhk@gmail.com,2.09,65.91
3231,hypylnutqz@gmail.com,28.09,49.07
3232,udyxwssxeb@gmail.com,230.03,209.56
3233,mtdepmoxlv@gmail.com,44.99,10.07
3234,mbkzacnozh@gmail.com,35.7,193.87
3235,jmvfzewfgn@gmail.com,236.48,213.27
3236,qgcnhouumy@gmail.com,239.37,8.24
3237,sgemttejvm@gmail.com,65.23,39.33
3238,ifhixcmvil@gmail.com,104.98,82.81
3239,ayehwzjdcx@gmail.com,132.73,93.74
3240,xrqtykdlxu@gmail.com,10.69,230.59
3241,ynvhytvthh@gmail.com,69.03,149.4
3242,tblnvolapd@gmail.com,161.33,7.43
3243,hxeyezrngg@gmail.com,66.74,76.74
3244,ewwqrjuddc@gmail.com,157.01,200.76
3245,oyqmikgqrs@gmail.com,153.03,184.33
3246,jlzzmiumqv@gmail.com,89.49,52.31
3247,cjcnxtceba@gmail.com,59.74,87.29
3248,vlqzevexfm@gmail.com,152.3,242.19
3249,rhputjjvaz@gmail.com,228.2,45.03
3250,dbiuwowucd@gmail.com,45.49,156.36
3251,abojsfmzdi@gmail.com,124.84,15.86
3252,cnwjgeeglm@gmail.com,43.43,183.24
3253,xusietfszo@gmail.com,72.23,43.7
3254,ttgdwuohkl@gmail.com,165.63,90.68
3255,bftogmekbq@gmail.com,7.65,170.53
3256,mybqylxztb@gmail.com,81.6,13.83
3257,ypkscuxqfp@gmail.com,220.27,249.7
3258,wczsufrddm@gmail.com,136.23,229.72
3259,xwvaxzevqc@gmail.com,8.33,239.93
3260,tdzadcnjzj@gmail.com,40.14,166.39
3261,rmlwlbvxkb@gmail.com,192.64,16.08
3262,xrzpjkpgyh@gmail.com,18.24,31.88
3263,vvahsdewbq@gmail.com,55.98,142.25
3264,weeyidnbod@gmail.com,5.34,94.32
3265,xoovhdeyci@gmail.com,191.89,141.24
3266,zcrkyowfhc@gmail.com,168.97,119.57
3267,ajwcyqmwsz@gmail.com,124.29,171.84
3268,gjuruisgqc@gmail.com,148.57,156.46
3269,zhkswtdvhb@gmail.com,78.76,207.79
3270,slkbxxvavb@gmail.com,147.65,110.49
3271,utdkqskymh@gmail.com,146.78,205.85
3272,lyrndyhvvk@gmail.com,168.12,34.19
3273,ywrknehshx@gmail.com,18.39,30.48
3274,kluwaupzrd@gmail.com,232.47,155.88
3275,xngnswldex@gmail.com,248.27,228.61
3276,jvkbacghsw@gmail.com,21.65,144.96
3277,hrftymltmi@gmail.com,116.49,87.98
3278,dcgwvhhfsz@gmail.com,171.26,90.56
3279,sinivnfyhk@gmail.com,175.61,54.25
3280,mxwdfknsfl@gmail.com,34.7,47.68
3281,irnaifrfui@gmail.com,153.3,130.34
3282,njeolvqxwv@gmail.com,30.38,81.25
3283,fztrkjvobm@gmail.com,91.32,75.14
3284,zcfobmnouw@gmail.com,113.41,109.21
3285,fjsyhbwfej@gmail.com,188.78,42.65
3286,klsuwevdrf@gmail.com,225.36,207.57
3287,qyzmxkpoln@gmail.com,4.28,97.11
3288,gfrfnupcjg@gmail.com,234.84,60.8
3289,kyiptzfmmi@gmail.com,174.3,24.64
3290,nuqasutvpo@gmail.com,180.52,78.47
3291,gflmaomfjh@gmail.com,139.45,189.33
3292,cojhsjtlqp@gmail.com,8.53,137.12
3293,idhxbqcjch@gmail.com,42.69,161.58
3294,vamfmxncge@gmail.com,130.14,245.8
3295,spmhqimmlr@gmail.com,229.98,181.94
3296,ksegwkqkve@gmail.com,193.56,132.72
3297,lcdpepcira@gmail.com,186.18,147.28
3298,txtheyxrhk@gmail.com,237.86,100.68
3299,lgxdvuekek@gmail.com,177.83,75.89
3300,momoequotg@gmail.com,230.29,121.86
3301,avrtuvkzcy@gmail.com,73.29,87.91
3302,ttxvzhuchn@gmail.com,193.93,106.44
3303,mqwguvamqg@gmail.com,175.56,236.06
3304,usljhbyeah@gmail.com,233.18,37.0
3305,zrcnxhjgjs@gmail.com,134.91,229.07
3306,ciovrertmy@gmail.com,218.81,202.78
3307,edjouubloq@gmail.com,62.92,231.3
3308,ugmkiwxxof@gmail.com,207.06,151.89
3309,ujuvldwifv@gmail.com,67.79,61.82
3310,hzioqmztkt@gmail.com,186.57,95.08
3311,rwhtapfidx@gmail.com,147.75,126.1
3312,qdankvbono@gmail.com,67.27,161.87
3313,mvjhrfedee@gmail.com,13.45,4.87
3314,qsqcubukot@gmail.com,9.35,175.72
3315,nqtsigaolt@gmail.com,179.07,27.46
3316,wekycybetr@gmail.com,248.0,155.49
3317,vslvrfhhjp@gmail.com,243.39,5.31
3318,cgjmpntufh@gmail.com,114.49,199.57
3319,nouzrmyqfa@gmail.com,234.32,136.01
3320,rhwuknspeh@gmail.com,59.59,3.04
3321,vpfbgkfspr@gmail.com,137.96,31.33
3322,ytpfxewuqv@gmail.com,150.67,209.41
3323,kbqalijmnk@gmail.com,143.2,178.36
3324,ebvehkxplj@gmail.com,130.58,220.24
3325,rpnabcsnhv@gmail.com,117.58,145.37
3326,lzcwhtprry@gmail.com,90.03,221.54
3327,zeqpjeszvm@gmail.com,183.55,119.33
3328,kbryvkaowr@gmail.com,49.97,233.32
3329,ndnxkyrrbi@gmail.com,32.54,247.41
3330,wmdcprdbzj@gmail.com,26.38,221.63
3331,dhgimfjunl@gmail.com,248.0,176.01
3332,flryhgxgzj@gmail.com,95.25,81.11
3333,eceqrtlbik@gmail.com,19.95,165.38
3334,gctpufnmnx@gmail.com,81.57,113.11
3335,etgofjsmrp@gmail.com,223.95,191.79
3336,paanehulei@gmail.com,30.42,158.8
3337,dlfqygtonv@gmail.com,97.68,53.35
3338,fnfeknnwmo@gmail.com,179.16,174.37
3339,nzqwrkovyq@gmail.com,99.57,94.97
3340,fdaggmxpgr@gmail.com,109.97,121.9
3341,jqzmvuapac@gmail.com,26.13,247.55
3342,hgbpsrzzbl@gmail.com,144.2,3.85
3343,ihgakfktxm@gmail.com,1.05,110.46
3344,znhroioyzn@gmail.com,246.4,122.34
3345,wfdshapfda@gmail.com,95.45,190.01
3346,bmtmbzyumo@gmail.com,5.98,129.68
3347,ehgxdnxazq@gmail.com,89.63,123.78
3348,xkealhnrom@gmail.com,41.14,141.35
3349,mshdhpkcfm@gmail.com,179.36,40.87
3350,dbnqimvgvo@gmail.com,12.99,108.13
3351,cxkhbzpcll@gmail.com,225.47,195.98
3352,msnjhjutbc@gmail.com,112.11,139.11
3353,xusmyjhqzn@gmail.com,107.09,217.69
3354,hwguhqdrsn@gmail.com,135.81,236.83
3355,nckrxauvlo@gmail.com,177.4,151.75
3356,yokoqsxpca@gmail.com,76.14,107.79
3357,uljxtlutyo@gmail.com,135.65,65.25
3358,acvsihvxai@gmail.com,102.26,219.44
3359,ajhwrblvdd@gmail.com,178.15,35.0
3360,nxsrfonpqi@gmail.com,171.11,190.78
3361,riwzmmkrgd@gmail.com,243.33,70.89
3362,riovseixsg@gmail.com,233.28,208.58
3363,oeqozgnjki@gmail.com,5.76,65.62
3364,pqlixlzrrs@gmail.com,81.36,147.29
3365,hdhocxxqiz@gmail.com,172.18,143.85
3366,oncwuifxnp@gmail.com,153.5,48.88
3367,rzyhairzmd@gmail.com,125.37,178.48
3368,jmhsvhjtnb@gmail.com,160.09,122.3
3369,maphmvrhva@gmail.com,122.81,116.55
3370,dnhsmteuor@gmail.com,43.64,45.94
3371,ugeufcctfg@gmail.com,76.02,220.29
3372,zqnyspdpcd@gmail.com,9.72,188.28
3373,nvvtzwrbre@gmail.com,44.86,1.12
3374,miacecculb@gmail.com,5.21,86.32
3375,nrgeefaiqy@gmail.com,134.6,174.41
3376,psargoymuk@gmail.com,186.53,24.92
3377,erdkcusngb@gmail.com,138.76,113.69
3378,hsaentpbog@gmail.com,167.7,85.97
3379,afhuyjrizv@gmail.com,141.69,233.31
3380,fcmktnrqhq@gmail.com,92.18,152.65
3381,xpfeinargp@gmail.com,83.82,221.55
3382,xlyyjoyyel@gmail.com,196.8,169.5
3383,jwaehhcrdi@gmail.com,51.53,82.15
3384,ygwbufmzvp@gmail.com,146.0,224.12
3385,yuuykuldlf@gmail.com,163.8,127.49
3386,lpabxybumc@gmail.com,78.99,241.1
3387,dakujobsgg@gmail.com,73.55,82.38
3388,sycvpqptsn@gmail.com,113.04,24.84
